,Image,Label
1670,10752,6 3 4
1671,21835,4 7
1672,30043,4
1673,31064,5 4
1674,23471,4
1675,14280,6
1676,26373,8 9
1677,13058,6 1
1678,12919,4
1679,21203,2
1680,22967,2
1681,24191,6
1682,13330,9
1683,9987,1
1684,29521,6 4
1685,11593,2 4
1686,17836,6
1687,20409,6
1688,24256,1 4
1689,24942,3
1690,6645,3
1691,23931,4
1692,8395,9
1693,10014,6
1694,12290,6
1695,19438,9
1696,10985,6
1697,14285,6
1698,23813,4
1699,166,6 4
1700,24058,4
1701,15124,9 4
1702,12337,6 7
1703,6289,4
1704,29905,4
1705,15270,6
1706,7039,5 4
1707,5479,2 4
1708,21595,1
1709,8849,0
1710,19466,0
1711,14393,9
1712,27133,4
1713,6926,5
1714,26957,4 7
1715,9595,6 9
1716,28196,6 7
1717,4336,8 4
1718,21039,6 1
1719,29822,1 4
1720,14100,4
1721,25014,6
1722,28374,4
1723,3597,2 4
1724,5358,1 5
1725,22166,1 4
1726,23788,4
1727,28307,3
1728,8219,1
1729,26512,1 7
1730,13584,3
1731,16395,6
1732,23399,6 0 7
1733,8962,6 1
1734,3460,6 4 7
1735,26877,6 4
1736,11874,2
1737,22179,2 4
1738,15340,8 4
1739,11806,4 7
1740,23733,6
1741,27916,6 4
1742,338,5
1743,9587,9
1744,20685,6
1745,20986,3 4
1746,3531,6
1747,27496,6
1748,7037,9
1749,18122,2 7
1750,17798,6 1
1751,8541,7
1752,9965,6 4
1753,10023,1
1754,18939,7
1755,9226,6
1756,30085,0 2
1757,10296,3
1758,19927,4
1759,2180,8 6
1760,7101,7
1761,19711,6 1
1762,14690,5
1763,4257,6 4 7
1764,19328,4
1765,27196,0 4
1766,9066,2 4 7
1767,19049,2
1768,9055,4
1769,1527,3
1770,28902,4 7
1771,1733,3 1
1772,25037,4
1773,3774,3 4
1774,9155,3
1775,9267,4 7
1776,3777,0 4
1777,28570,6 4
1778,6785,9
1779,6452,8
1780,21127,2 5 4
1781,25375,0
1782,13793,4
1783,6379,4
1784,8863,2 4
1785,816,3 4
1786,26753,6
1787,10236,3
1788,23154,4 7
1789,15889,6
1790,4702,6 4
1791,12316,6
1792,565,6
1793,12087,1
1794,2825,6 7
1795,30304,1
1796,7781,2 4
1797,16418,6
1798,14268,4 7
1799,20188,1 4
1800,25915,0
1801,2954,0 1
1802,10409,0
1803,18581,4 7
1804,22812,6 0 4
1805,3492,4
1806,4707,0
1807,8556,6
1808,19663,4
1809,16190,3
1810,2677,1
1811,9713,1
1812,18217,4
1813,5640,5 4
1814,24409,8 4
1815,5848,4
1816,15785,6 1 4
1817,3413,6 2
1818,31010,4
1819,27861,4
1820,5330,9
1821,12980,3
1822,15102,5
1823,20838,6 1
1824,1958,4
1825,7344,4
1826,1295,6 7
1827,29710,9
1828,24700,3 4
1829,29307,1
1830,16226,9
1831,389,6 1
1832,6791,4
1833,26211,0
1834,20511,6 2
1835,607,4
1836,4689,0 4
1837,29996,2
1838,7786,2 4
1839,26091,4
1840,11651,0 4
1841,11725,7
1842,3690,6 4
1843,10949,1 4
1844,25394,8 4
1845,31070,2 4
1846,19525,9
1847,7827,8 4
1848,22630,4
1849,22825,9
1850,25718,5 4
1851,9365,6 7
1852,10653,4
1853,13947,0 4
1854,27573,4
1855,8495,1 4
1856,9321,5
1857,48,0
1858,8813,3 4
1859,8833,6 2
1860,26289,3
1861,10942,0
1862,11309,6 9 5
1863,5930,6 0 4
1864,29632,5
1865,26612,6 0 4
1866,13424,3 4
1867,9495,7
1868,11902,6 5
1869,19116,0 4
1870,13385,3 4
1871,22513,2 4
1872,15247,6
1873,15397,3
1874,14282,1 4
1875,25284,6 7
1876,13879,3
1877,22068,7
1878,4899,6 4
1879,15789,0 4 7
1880,4044,3 2 4
1881,29529,6 7
1882,22633,9
1883,16508,6 1
1884,1419,6 2
1885,24932,6 2 4
1886,21893,6 7
1887,18738,8
1888,23135,6 7
1889,13747,5 4
1890,12742,6 4
1891,4533,1 5
1892,19853,9
1893,7540,9
1894,30321,4
1895,7641,3 4
1896,11726,2
1897,19507,1 4
1898,864,8
1899,18935,6 3
1900,17374,2
1901,25372,7
1902,5538,3 4
1903,29841,6
1904,14212,4
1905,6391,1
1906,28889,3 5 4
1907,14557,0
1908,21315,4
1909,2826,8 4
1910,15206,8 6
1911,29004,2
1912,16795,5
1913,29192,0
1914,23979,6 4
1915,7729,0 4
1916,15478,9
1917,16915,9
1918,4784,3
1919,4510,4
1920,2492,6
1921,11862,0
1922,18035,6 2
1923,15770,4
1924,3582,6 3 4
1925,8352,8 4
1926,2750,2
1927,27145,1
1928,739,3
1929,852,3
1930,15231,9
1931,3436,7
1932,2518,6 2
1933,19697,9
1934,9152,4
1935,3304,0
1936,12766,0
1937,15955,0
1938,28616,4
1939,17778,4
1940,20120,3
1941,16797,3 2
1942,25845,0
1943,14686,6
1944,12855,4
1945,1027,2 4
1946,5251,3
1947,5020,4
1948,18855,4
1949,8501,4
1950,16529,6 4
1951,17909,6 4
1952,27704,5 4
1953,16934,8 6 3 4
1954,13494,9 7
1955,9005,3
1956,19003,8 9
1957,724,8 0 4
1958,19095,6 2
1959,19607,4
1960,12871,4 7
1961,11283,4
1962,15177,5
1963,6611,1 4
1964,19483,4
1965,3356,4
1966,30044,1 4
1967,18131,3
1968,30457,2
1969,7217,6 7
1970,22779,1
1971,17674,0 4
1972,840,6 4
1973,13720,6 7
1974,14605,0
1975,30939,5 4
1976,22664,7
1977,11500,6 0 4
1978,1019,6 1
1979,19741,2
1980,22419,1
1981,10626,6 1 2
1982,27079,3
1983,24613,4
1984,7504,8
1985,15088,6 2
1986,10116,9
1987,20921,4
1988,16748,6 1 4
1989,24612,2
1990,13127,8
1991,7783,1 4
1992,29170,6 3
1993,5716,4
1994,19661,4
1995,30758,2
1996,18138,4
1997,30706,5 4
1998,19298,6 4
1999,30942,4
2000,10111,1
2001,26972,6 2 4
2002,31050,6 9
2003,19565,4
2004,8182,9
2005,20847,4 7
2006,8800,2
2007,24540,6 4
2008,25944,7
2009,14274,6 4
2010,27080,3
2011,17316,0 2
2012,30693,9
2013,11146,1
2014,2885,7
2015,16767,1
2016,25025,7
2017,11395,6 4
2018,3002,4
2019,17926,4
2020,4217,4
2021,18584,0 4
2022,28047,6 1
2023,6315,1
2024,9223,6
2025,28907,6
2026,10281,4
2027,1653,2 4
2028,23089,1
2029,2311,4
2030,20019,4 7
2031,2797,4 7
2032,16774,4 7
2033,5524,4
2034,2914,6
2035,1976,3 4
2036,3698,6 4
2037,7431,0
2038,2431,0
2039,30116,3
2040,6457,2 4
2041,3201,6 4
2042,31063,2 7
2043,22422,2
2044,27985,6 5
2045,5742,4
2046,13443,4
2047,26463,4
2048,21166,6 4
2049,9928,9
2050,11138,7
2051,3816,4 7
2052,13371,4
2053,3927,3
2054,3648,6 9
2055,8850,2 4
2056,4699,0
2057,1193,6
2058,15570,6 4
2059,14584,9
2060,12540,8
2061,16204,4
2062,296,6 0
2063,17979,6 1 4
2064,23908,1
2065,948,6 4
2066,20852,6 4
2067,22060,6 4
2068,18658,4
2069,28216,2
2070,6525,1 4
2071,12007,0
2072,14603,2
2073,9119,6 7
2074,14834,4
2075,8512,2 4
2076,22289,6 3 4
2077,18476,4
2078,22435,1 4
2079,19752,9
2080,6038,9
2081,237,7
2082,2827,6 4 7
2083,5612,1
2084,28725,4
2085,17752,4
2086,8820,0 4
2087,1470,9 4
2088,30428,6 1 4
2089,17983,7
2090,14778,0
2091,29571,0
2092,423,3 4
2093,16101,4
2094,3074,6 9
2095,1085,0 4
2096,6570,4
2097,18657,4
2098,3053,4
2099,11437,6 4
2100,16827,8
2101,183,3 4
2102,14757,3
2103,20356,8 4
2104,12445,6 0
2105,4853,0
2106,26044,0 4
2107,8808,2
2108,23862,5 4
2109,5517,6 4
2110,14713,0
2111,30031,0
2112,5135,6 9
2113,8025,1
2114,27348,4
2115,8673,4
2116,23757,3
2117,4895,4
2118,20152,1 4
2119,27714,4
2120,8207,0 4 7
2121,28165,4
2122,13732,3
2123,13271,3
2124,24547,1
2125,21661,6 4
2126,1987,0
2127,22868,6
2128,2173,5
2129,26940,2
2130,21586,0
2131,28980,4 7
2132,10448,1 4
2133,5151,3
2134,17122,6
2135,14012,3 4
2136,4307,6
2137,26551,6 3 4
2138,13183,2
2139,20306,6 3
2140,16850,5 4
2141,21524,6
2142,6809,6
2143,5557,6 4
2144,10147,8 4
2145,7762,9
2146,17575,6 7
2147,7832,7
2148,4282,6 4
2149,10000,4
2150,736,2
2151,6642,1 4
2152,8532,4
2153,4301,4
2154,12811,4
2155,28938,6 3 4 7
2156,13397,0
2157,11772,6 4
2158,13632,6 2
2159,18582,1
2160,25490,8
2161,30403,8 6
2162,3586,0
2163,30710,4
2164,12441,5 4
2165,10086,0
2166,12845,0
2167,14415,0 4
2168,20481,8 4
2169,19684,4
2170,15315,7
2171,25622,4
2172,17844,5
2173,23890,8 4
2174,10868,6 4
2175,7326,8
2176,22709,4
2177,30954,4
2178,29218,6
2179,17652,3 5
2180,9126,0 4
2181,1401,4
2182,12455,4
2183,22184,6 1 4
2184,22706,4
2185,11884,9
2186,23993,3 4
2187,7355,6
2188,25453,7
2189,28665,6
2190,28138,5
2191,29763,2 4
2192,30418,2 4
2193,27913,2
2194,14944,0
2195,13538,6 7
2196,19596,0
2197,7581,2
2198,7202,4 7
2199,29769,6 9
2200,13952,1
2201,16464,3
2202,21134,6 1
2203,12401,6 4
2204,27779,6 4
2205,11542,1
2206,1996,9
2207,29939,3
2208,14792,4
2209,1680,6
2210,9553,4
2211,28559,4
2212,21949,7
2213,22011,6 7
2214,3849,3 4
2215,290,9
2216,22480,9
2217,29554,6
2218,4121,3 4
2219,1618,4
2220,27810,5 4
2221,13111,8
2222,30571,6 4
2223,935,5 4
2224,13758,9
2225,19755,6 1
2226,27464,4
2227,6428,9 7
2228,25094,6 4
2229,6546,4
2230,23509,6 0 1
2231,947,2 4
2232,19885,8 4
2233,9915,6 4 7
2234,28348,0
2235,22769,3 4
2236,25507,4
2237,13878,6 4
2238,16923,6 5 4
2239,11175,6 2
2240,14901,6
2241,11360,0
2242,14532,0
2243,1189,6 4 7
2244,10928,8
2245,9914,6 9
2246,22498,5
2247,3682,2
2248,304,6 4
2249,24371,6 4
2250,23584,6 4
2251,9194,3
2252,4739,5
2253,17426,9
2254,10857,6
2255,10549,6
2256,8545,5 4
2257,7940,6 4
2258,16896,3 4
2259,12112,2
2260,17082,8
2261,16811,9
2262,6654,6 4
2263,8599,7
2264,28109,2
2265,3084,4
2266,16167,3 4
2267,9221,8 4
2268,23639,6 4
2269,12177,6 1
2270,25638,4
2271,4086,6 0
2272,21331,6 9
2273,30283,3
2274,5337,3
2275,26335,6 4
2276,28664,3
2277,16284,6
2278,16482,4
2279,16492,0
2280,28071,0
2281,3187,7
2282,24952,6 4
2283,20199,4
2284,6498,8
2285,22543,6 9
2286,1643,6 9
2287,12562,0
2288,30898,1
2289,3234,6 3 2
2290,7901,4 7
2291,16967,5
2292,1521,6 1 2
2293,30560,9
2294,19513,8 4 7
2295,24430,5 4 7
2296,29821,4
2297,2550,5
2298,24068,8 4
2299,4939,6 1 2
2300,9236,6 4
2301,30313,6 2 4
2302,20141,3
2303,25153,6 1
2304,6296,4
2305,20380,1 4
2306,20808,6
2307,19531,2
2308,16219,1 4
2309,9804,4
2310,17372,9
2311,3954,2
2312,30640,6 4
2313,487,3
2314,30971,1
2315,8274,7
2316,16730,1
2317,4092,2
2318,27676,4 7
2319,12987,7
2320,207,4
2321,19120,6 4 7
2322,10538,6 2 7
2323,7131,0
2324,6341,2
2325,22932,9
2326,9247,4
2327,10307,6 4
2328,29681,9
2329,3895,8 6
2330,28358,0
2331,18143,6 4
2332,14940,7
2333,30023,2
2334,21864,3 2 4
2335,13983,0 4
2336,3873,4
2337,25568,4
2338,11785,7
2339,24011,4 7
2340,27847,6
2341,4585,2 5 4
2342,25393,6 5 4
2343,14831,8
2344,15996,2 4
2345,2758,4
2346,24129,6
2347,12018,6
2348,8389,1
2349,6810,4
2350,2605,4
2351,18065,6 1
2352,8461,0
2353,4290,1
2354,11445,6
2355,1581,7
2356,9949,4 7
2357,5749,3 9 2
2358,19403,5
2359,8619,6
2360,3746,4
2361,10673,6 4
2362,28650,3 4
2363,13306,8 4
2364,4786,6 5
2365,19129,6 4
2366,8567,1
2367,107,6
2368,9034,4
2369,13161,6 9
2370,22048,8 6
2371,19909,2
2372,5856,3 4
2373,19676,1
2374,2983,3 4
2375,21253,4
2376,17578,9
2377,28920,4
2378,161,6 2
2379,24994,6 4
2380,20734,1
2381,1517,2
2382,1938,4
2383,10898,5
2384,4870,6 1 4
2385,10076,4
2386,23942,4
2387,21958,1 4
2388,22116,6
2389,26462,6 4
2390,30420,4 7
2391,5098,1 4
2392,28901,6 1 4
2393,13901,1
2394,18391,2
2395,19875,6 1
2396,11154,4 7
2397,22023,8
2398,22670,2 4
2399,9995,8 4
2400,2039,2 4
2401,22058,0
2402,10504,3
2403,7215,2 4
2404,29981,0 4
2405,28922,4
2406,1544,0 4
2407,13827,6 1
2408,24132,7
2409,26628,6
2410,21061,6 2 4
2411,26747,6
2412,1984,6 2
2413,9716,0 4
2414,1829,3 4
2415,16332,9
2416,16780,3 4
2417,12446,4
2418,24634,0
2419,19608,6 0
2420,14122,2 4
2421,9513,2 4
2422,17958,6 3
2423,16195,4
2424,1971,3 4
2425,6943,1
2426,19632,0 2
2427,24089,1
2428,21774,1
2429,856,6
2430,2829,6
2431,2378,9
2432,16719,4 7
2433,11656,6 5
2434,3422,6 4
2435,29707,0
2436,18,3 4
2437,17658,6 7
2438,30880,3 7
2439,17829,4
2440,21093,6 4
2441,13283,4
2442,7837,9
2443,18365,4
2444,16802,2
2445,13568,3 1
2446,3358,3 4 7
2447,28642,4
2448,30989,8
2449,27781,4 7
2450,5731,1
2451,14530,6 4
2452,22252,2
2453,3414,0 4 7
2454,29604,0
2455,13154,2 4
2456,4604,5
2457,19275,6 1 4
2458,10500,1 4
2459,6224,7
2460,30187,4 7
2461,18434,2 4
2462,22360,8 6 4
2463,3793,4
2464,5541,9
2465,17492,4
2466,21579,0 2 4
2467,8878,3
2468,13740,6 9
2469,6034,2
2470,25880,3
2471,22126,2
2472,13940,6 2
2473,9843,6 4
2474,3068,6 7
2475,27182,4
2476,25434,0 4 7
2477,24403,9
2478,28045,6 4 7
2479,22855,6 5
2480,7523,6
2481,5111,9
2482,28285,4
2483,27027,3
2484,23373,1
2485,13611,0 4
2486,25989,8
2487,1413,0
2488,1166,1
2489,807,3
2490,30509,1 4
2491,26238,6 3 7
2492,29757,6 4
2493,22673,6 4
2494,13759,0 2
2495,9432,6
2496,19429,1 4
2497,5389,1
2498,2014,3 4
2499,22191,6
2500,20991,6
2501,28441,6 4
2502,9109,9
2503,21165,4
2504,24712,6 4
2505,20456,2 4
2506,27405,2
2507,22536,6 2 7
2508,24554,9
2509,12116,4 7
2510,11332,7
2511,13090,6
2512,6334,6
2513,22587,6 1
2514,16475,6 3
2515,26786,3 2
2516,5860,5 4
2517,29463,6 1
2518,6059,5
2519,24108,6
2520,4708,1
2521,15455,0 4
2522,29855,4
2523,4380,8 6 4
2524,14688,2
2525,30557,4
2526,11196,4
2527,6971,0
2528,27026,6 1
2529,22097,5
2530,21950,4
2531,30262,4 7
2532,3117,0 1
2533,14501,1 4 7
2534,3815,7
2535,7179,4
2536,6955,6 4 7
2537,23681,4 7
2538,19086,6 7
2539,1629,4
2540,17585,0
2541,6629,6 4
2542,22813,2
2543,5666,8 6 4
2544,18524,6
2545,27868,6 2 4
2546,30568,6
2547,3383,0
2548,24216,2 4
2549,29683,0
2550,25736,4 7
2551,9548,6 4
2552,11724,2 4
2553,30412,4
2554,3941,7
2555,26693,6 4 7
2556,23829,4
2557,30856,2 4
2558,26613,6 4
2559,12976,6 7
2560,20128,2 4
2561,3465,6
2562,24176,6 3 4 7
2563,23308,8 4
2564,4836,6 4
2565,25649,4 7
2566,12882,4
2567,26767,4 7
2568,4680,1 4
2569,23958,4 7
2570,2876,6
2571,25329,8 4 7
2572,29110,6 3 4
2573,27044,1
2574,6234,2
2575,27687,6
2576,19995,6 4
2577,7225,0
2578,7290,5
2579,28757,4
2580,12033,7
2581,25704,4
2582,16082,3
2583,16548,0
2584,17427,6
2585,25995,0
2586,19359,6 4
2587,18146,6 4
2588,30382,4
2589,525,4 7
2590,24005,8
2591,22788,5 4
2592,2627,0
2593,30831,6 4
2594,9512,6
2595,24527,9
2596,8991,3 4
2597,3909,4
2598,23141,4
2599,26197,5
2600,6707,0 4
2601,16509,0
2602,19878,6 0 4
2603,12752,1
2604,25670,6 7
2605,10455,5
2606,11710,4
2607,11568,6 4
2608,27201,6 5
2609,12122,3 2 4
2610,8664,5
2611,14339,6
2612,22239,4 7
2613,11251,4 7
2614,9842,6
2615,3700,8 4
2616,9951,4
2617,25733,9
2618,9258,3 4
2619,31022,3 4
2620,18105,8 6 2
2621,24973,1
2622,893,0 4
2623,26916,2 4
2624,838,0
2625,5393,6
2626,25410,4
2627,6618,0
2628,17272,1
2629,17982,3
2630,9780,4
2631,6006,1
2632,28747,6 4
2633,27479,8
2634,1153,4
2635,20739,4
2636,8267,4
2637,6124,4
2638,28978,8 6
2639,15621,0 4
2640,13474,0
2641,3518,3 4
2642,21608,8 4
2643,22007,4
2644,1751,3
2645,25664,4 7
2646,3336,9
2647,27074,0
2648,7891,2
2649,19978,6 2
2650,27059,6
2651,142,4
2652,26062,2
2653,3027,1
2654,25556,0 4
2655,30636,0
2656,4639,5 4
2657,30797,7
2658,11854,8 4
2659,2369,6 4
2660,19459,0 4
2661,3173,6 4
2662,29856,6 1 4
2663,14439,1
2664,23670,5
2665,8198,6 7
2666,5150,6
2667,4536,7
2668,10213,9 2
2669,25438,4
2670,4306,6 7
2671,7560,8
2672,14434,6 4
2673,28454,0 2
2674,17052,6
2675,27752,6
2676,14784,2
2677,12995,2
2678,17440,0 4
2679,2705,9
2680,29423,9
2681,21899,1 2 4
2682,27804,4
2683,27131,9
2684,30211,6 1 4
2685,5227,1
2686,11272,6
2687,8378,8
2688,22186,3
2689,19889,6
2690,5912,8 1 4
2691,2444,3
2692,31066,8 4
2693,27829,9
2694,1623,5 4
2695,20121,6
2696,20956,7
2697,4748,0
2698,1123,2
2699,4690,6
2700,7591,3 7
2701,6123,3
2702,27511,9
2703,29691,0
2704,29155,6
2705,29787,5
2706,22258,2 4
2707,1321,6 4
2708,16403,6 4
2709,17984,7
2710,26852,2 4
2711,8243,6 0 4
2712,18762,2 4
2713,11252,9
2714,2201,4
2715,25634,1
2716,9071,7
2717,21092,6 4
2718,27579,3
2719,8657,1 4
2720,15238,6 2 4
2721,21544,1
2722,7253,3 4
2723,792,2 7
2724,14511,9
2725,6681,9
2726,23925,6 4
2727,26778,6 9
2728,10987,7
2729,3207,4
2730,23473,7
2731,2840,0 4
2732,3933,8
2733,22708,4
2734,27592,0 4
2735,5297,2
2736,16604,2
2737,24730,2 4
2738,4894,2 4
2739,17317,3 1
2740,10336,6
2741,16677,6 4
2742,10937,6
2743,7002,3 4
2744,26886,4
2745,3476,0
2746,21404,4
2747,6081,4
2748,22911,6
2749,19552,2 4
2750,23083,9
2751,4735,0 4 7
2752,8371,6 4
2753,15480,5 4
2754,16273,0
2755,27278,0
2756,14047,7
2757,30840,3
2758,11396,4 7
2759,23156,1 4
2760,23525,0
2761,4498,4 7
2762,2172,4
2763,29696,9
2764,25486,4 7
2765,16739,4
2766,21867,9 2
2767,21121,8
2768,3609,0 4
2769,12869,2 4
2770,11253,6 7
2771,2659,9
2772,28539,9
2773,28353,6
2774,11187,4 7
2775,18340,2
2776,8391,1
2777,10808,5
2778,26133,4
2779,4651,6 3
2780,14433,1
2781,10689,3
2782,7491,0 4 7
2783,15973,9
2784,26913,3
2785,13263,6
2786,11325,6
2787,25433,6 1 4
2788,24433,6 1
2789,15156,6 4
2790,1911,6 7
2791,14868,6 1
2792,10818,9
2793,21886,3
2794,28914,9
2795,27121,8
2796,541,4
2797,18996,1 7
2798,23933,4
2799,19695,6 0 4
2800,28562,6 3
2801,3352,8 4
2802,1564,0 2 4
2803,17249,4
2804,15158,2
2805,3901,6 4
2806,29408,4
2807,10414,6
2808,24911,0 2 4
2809,17152,4 7
2810,18298,9
2811,18918,7
2812,2381,9
2813,19350,4
2814,13118,6
2815,4811,6 3 4
2816,14906,7
2817,11046,8 6 4
2818,17809,5 4
2819,26526,6 4
2820,1322,4
2821,17526,6
2822,12293,4
2823,6505,6
2824,13978,4 7
2825,25455,4
2826,26419,3
2827,23033,3
2828,11906,0 2
2829,1464,0
2830,13498,5 4
2831,1233,6
2832,28257,4
2833,18936,9
2834,16814,4 7
2835,20089,4
2836,7680,4 7
2837,7717,6
2838,27269,2 4
2839,9362,7
2840,12251,2 4
2841,18265,4
2842,6389,9
2843,16013,2 4
2844,3285,6 1
2845,11871,2
2846,18324,1 2 4
2847,23604,1
2848,12011,0 2 7
2849,14145,4
2850,694,9
2851,28967,1 4
2852,7884,4 7
2853,10931,6 4
2854,15447,7
2855,8145,0
2856,20101,6 2 4
2857,13708,4 7
2858,22777,4
2859,24463,4
2860,7072,3 4
2861,26721,5
2862,4896,0
2863,2471,2 4 7
2864,3038,3 4
2865,5717,4
2866,22544,6 3
2867,9342,4
2868,22720,4
2869,4852,4
2870,12176,4 7
2871,23787,4
2872,26569,8
2873,4144,6
2874,5069,2
2875,7090,2 4
2876,190,3 4
2877,23131,4
2878,31006,7
2879,19045,4 7
2880,7321,8 3
2881,22895,6 2
2882,6780,6 2 4
2883,22726,9 7
2884,5669,4
2885,770,1
2886,5440,0 4
2887,24576,0
2888,23008,4
2889,28297,0 4
2890,15237,3
2891,17005,3
2892,17500,6 4
2893,21964,3
2894,1775,2 4
2895,23699,6 1
2896,16695,2
2897,18975,1
2898,3374,1 4
2899,27976,3
2900,25115,6
2901,2272,4
2902,18387,5 7
2903,20622,5
2904,27297,5
2905,28197,4
2906,13980,6 7
2907,18544,4
2908,18171,3
2909,23267,6 2 4
2910,20728,6
2911,18612,6 4
2912,20232,1
2913,19415,5
2914,20872,6 4
2915,25018,7
2916,19025,0 2
2917,15953,3 1 4
2918,29585,6 9
2919,10016,0
2920,3892,0 4
2921,9293,4
2922,10560,6
2923,17706,7
2924,18289,4
2925,3925,6 4
2926,16826,6 5 4
2927,27417,3 7
2928,5751,4
2929,19463,3
2930,9290,0 2
2931,2015,5
2932,13532,4
2933,30450,0 4
2934,30519,0
2935,20736,4
2936,18039,2
2937,23516,2 4
2938,14795,1 4
2939,13198,4
2940,27263,0 2
2941,21475,8
2942,4065,4
2943,20648,0 1 4
2944,16196,2
2945,24400,6
2946,28872,5
2947,9289,6 3 4
2948,18474,3
2949,18384,6 7
2950,2355,4
2951,27970,6
2952,8211,4 7
2953,4945,5 4
2954,3391,5
2955,26990,6
2956,22584,6
2957,2849,6
2958,26731,6
2959,10693,7
2960,29035,6 0 7
2961,13301,7
2962,4889,4
2963,21224,4
2964,19284,6 4
2965,13847,9
2966,28475,2 4
2967,878,4
2968,26344,6
2969,8073,0
2970,2430,9
2971,20834,6 0 4
2972,2470,4
2973,9814,8 6
2974,12144,2
2975,29360,6 4
2976,19358,4
2977,3251,6 4 7
2978,4864,3
2979,11336,3
2980,22146,6 2 4
2981,5102,6 4
2982,29634,0
2983,12992,8 4
2984,17209,6 4
2985,18578,0
2986,13141,8 4
2987,16523,6 4
2988,25379,6 2
2989,21610,4
2990,20629,4
2991,27531,6
2992,3035,5
2993,27326,6 4
2994,27256,4 7
2995,11443,9
2996,5483,4 7
2997,6394,0 2
2998,27536,5 4
2999,9148,6
3000,10047,6 4
3001,14542,1 2 4
3002,201,5
3003,24577,6 4
3004,446,1
3005,18835,4 7
3006,15651,6 4
3007,15593,4
3008,19945,4
3009,24647,6 4
3010,20412,9
3011,27456,6 4
3012,12022,6
3013,376,0
3014,28530,7
3015,28723,0
3016,18455,2 4
3017,27653,9 7
3018,18021,4
3019,20988,4
3020,10223,2
3021,27103,4 7
3022,15174,6 4
3023,14072,0
3024,8935,8
3025,20634,4
3026,30605,1
3027,15053,1 4
3028,21680,8 4
3029,19965,6 4
3030,7357,3 1
3031,26873,5 7
3032,7805,2 4
3033,7399,6 4
3034,1273,4
3035,15868,5
3036,24228,9
3037,23878,2 4
3038,11343,4
3039,19505,6 4
3040,29323,2 4
3041,15530,5
3042,7213,3
3043,5901,6
3044,18534,6 2
3045,21435,6 9
3046,6371,6 5 4
3047,6215,2
3048,5833,6 5 4
3049,28208,1
3050,18719,6 4
3051,7575,8 4
3052,12391,6 7
3053,4633,6 0
3054,29837,2
3055,29617,6 4
3056,17996,6 3 4
3057,29811,4
3058,17117,6 3 4
3059,21832,2
3060,29497,1 4
3061,3387,4
3062,11683,6 4
3063,10440,4
3064,29000,6 4
3065,20781,4
3066,2794,6 2
3067,7016,6 2 4 7
3068,20979,4
3069,6160,2
3070,24643,0
3071,8796,3 4
3072,12632,4 7
3073,22912,3 4
3074,13225,0 4
3075,11372,6 9
3076,11693,4
3077,1045,0
3078,23607,9
3079,21577,6 4
3080,3482,2 4 7
3081,5336,0 4
3082,21000,2
3083,22733,3 2
3084,27918,5
3085,11120,2
3086,22091,6 7
3087,1513,2 4
3088,26451,0
3089,1694,0
3090,7559,1
3091,11411,1 4
3092,11346,6 2
3093,16900,4 7
3094,368,4
3095,23478,8
3096,29150,6 4
3097,30598,9
3098,21530,2 4
3099,9534,6 7
3100,28293,6 2
3101,20646,6 9
3102,2283,6 9
3103,1821,6
3104,20693,6
3105,3086,1
3106,23824,6 4
3107,24274,6 4
3108,21593,4
3109,779,6 3
3110,6301,6 5 4
3111,5231,1 5 4
3112,20336,4
3113,16198,8 4
3114,5092,6 4
3115,16089,9
3116,23009,6 5 4
3117,3533,6 4
3118,18755,1
3119,11848,6 1
3120,18336,6
3121,28350,0 4
3122,1772,6
3123,5635,0
3124,7909,0
3125,18117,9 7
3126,20003,4
3127,6101,1
3128,4762,4
3129,16133,1 4
3130,10548,6 4
3131,28979,9 7
3132,26353,5
3133,28627,8
3134,23070,6 2
3135,17112,6 5
3136,17385,6 4
3137,616,2
3138,12701,6
3139,12952,0
3140,6079,4
3141,3440,7
3142,10417,8 4
3143,5898,5 4
3144,11122,9
3145,8704,2 4
3146,10439,2 4
3147,25203,4
3148,17908,1
3149,27599,9
3150,28771,6 7
3151,10822,3 2
3152,16567,4
3153,17505,5 4
3154,28551,4
3155,12523,3 4
3156,5226,0 4
3157,6127,1
3158,18555,6 4
3159,16560,5
3160,25400,9
3161,14861,4
3162,29924,3 1
3163,29649,1
3164,26188,9
3165,27618,4
3166,4274,8
3167,7886,7
3168,12137,1
3169,25935,2 4
3170,9869,3
3171,28303,9
3172,22373,9
3173,17751,6 9
3174,30474,3
3175,15669,3 4
3176,19460,6 5
3177,27893,7
3178,29547,6 4
3179,24326,9
3180,6438,0
3181,20170,1
3182,6797,6 4
3183,8782,4
3184,2942,5
3185,5505,4 7
3186,576,2 4
3187,6450,2 4
3188,20756,6
3189,18241,9
3190,8575,2 4
3191,16430,9
3192,12970,6 0
3193,14181,4
3194,29032,6
3195,27117,0
3196,18826,3
3197,27534,6
3198,19729,2
3199,429,2
3200,10032,6 4
3201,28275,9
3202,3325,4
3203,13059,2 4
3204,24593,6 2 4
3205,2706,4
3206,25840,4
3207,14394,6
3208,19758,6 7
3209,1826,8
3210,26324,2 4
3211,2119,5
3212,19395,9
3213,5132,2
3214,14292,4
3215,24197,1
3216,14191,5 4
3217,26269,4 7
3218,2630,1 4
3219,8411,9
3220,2918,6 5
3221,25496,9
3222,5369,7
3223,28190,2 4
3224,16072,6 2
